[2023-12-28 00:00:08,959: INFO/MainProcess] beat: Starting...
[2023-12-28 05:56:49,149: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 05:58:49,160: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:00:49,170: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:02:49,180: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:04:49,191: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:06:49,201: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:08:49,210: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:10:49,221: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:12:49,229: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:14:49,240: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:16:49,248: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:18:49,259: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:20:49,270: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:22:49,280: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:24:49,288: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:26:49,299: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:28:49,307: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:30:49,318: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:32:49,326: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:34:49,336: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:36:49,344: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:38:49,354: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:40:49,364: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:42:49,375: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:44:49,384: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:46:49,394: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:48:49,403: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:50:49,414: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:52:49,421: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:54:49,433: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:56:49,441: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 06:58:49,451: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:00:49,460: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:02:49,471: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:04:49,480: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:06:49,491: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:08:49,499: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:10:49,509: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:12:49,518: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:14:49,528: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:16:49,538: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:18:49,549: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:20:49,559: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:22:49,569: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:24:49,578: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:26:49,588: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:28:49,597: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:30:49,608: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:32:49,616: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:34:49,627: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:36:49,635: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:38:49,646: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:40:49,655: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:42:49,666: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:44:49,674: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:46:49,685: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:48:49,694: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:50:49,705: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:52:49,713: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:54:49,724: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:56:49,732: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 07:58:49,743: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:00:49,752: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:02:49,763: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:04:49,773: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:06:49,783: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:08:49,792: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:10:49,803: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:12:49,811: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:14:49,821: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:16:49,830: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:18:49,840: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:20:49,850: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:22:49,860: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:24:49,869: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:26:49,880: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:28:49,888: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:30:49,898: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:32:49,906: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:34:49,917: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:36:49,926: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:38:49,936: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:40:49,946: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:42:49,957: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:44:49,966: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:46:49,976: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:48:49,986: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:50:49,997: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:52:50,005: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:54:50,016: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:56:50,025: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 08:58:50,035: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:00:50,046: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:02:50,057: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:04:50,067: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:06:50,077: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:08:50,088: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:10:50,099: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:12:50,108: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:14:50,118: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:16:50,127: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:18:50,137: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:20:50,148: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:22:50,158: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:24:50,168: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:26:50,178: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:28:50,187: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:30:50,197: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:32:50,206: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:34:50,216: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:36:50,227: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:38:50,238: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:40:50,248: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:42:50,259: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:44:50,268: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:46:50,279: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:48:50,289: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:50:50,299: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:52:50,310: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:54:50,320: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:56:50,329: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 09:58:50,340: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:00:50,351: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:02:50,362: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:04:50,372: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:06:50,383: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:08:50,394: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:10:50,405: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:12:50,413: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:14:50,423: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:16:50,433: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:18:50,443: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:20:50,453: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:22:50,462: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:24:50,471: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:26:50,480: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:28:50,489: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:30:50,499: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:32:50,508: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:34:50,518: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:36:50,526: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:38:50,537: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:40:50,547: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:42:50,558: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:44:50,567: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:46:50,578: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:48:50,588: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:50:50,599: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:52:50,609: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:54:50,620: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:56:50,629: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 10:58:50,640: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:00:50,650: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:02:50,661: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:04:50,670: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:06:50,681: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:08:50,690: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:10:50,700: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:12:50,709: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:14:50,720: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:16:50,731: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:18:50,741: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
[2023-12-28 11:20:50,752: INFO/MainProcess] Scheduler: Sending due task Check Network Device Status Every 2 Minutes (it_purchase_list.tasks.check_network_devices_status)
